CB3B:SRL:E:2
CB3C:SRL:H:2
CB3D:SRL:L:2
CB3E:SRL:(HL):2
CB3F:SRL:A:2
CB40:BIT:0,B:2
CB41:BIT:0,C:2
CB42:BIT:0,D:2
CB43:BIT:0,E:2
CB44:BIT:0,H:2
CB45:BIT:0,L:2
CB46:BIT:0,(HL):2
CB47:BIT:0,A:2
CB48:BIT:1,B:2
CB49:BIT:1,C:2
CB4A:BIT:1,D:2
CB4B:BIT:1,E:2
CB4C:BIT:1,H:2
CB4D:BIT:1,L:2
CB4E:BIT:1,(HL):2
CB4F:BIT:1,A:2
CB50:BIT:2,B:2
CB51:BIT:2,C:2
CB52:BIT:2,D:2
CB53:BIT:2,E:2
CB54:BIT:2,H:2
CB55:BIT:2,L:2
CB56:BIT:2,(HL):2
CB57:BIT:2,A:2
CB58:BIT:3,B:2
CB59:BIT:3,C:2
CB5A:BIT:3,D:2
CB5B:BIT:3,E:2
CB5C:BIT:3,H:2
CB5D:BIT:3,L:2
CB5E:BIT:3,(HL):2
CB5F:BIT:3,A:2
CB60:BIT:4,B:2
CB61:BIT:4,C:2
CB62:BIT:4,D:2
CB63:BIT:4,E:2
CB64:BIT:4,H:2
CB65:BIT:4,L:2
CB66:BIT:4,(HL):2
CB67:BIT:4,A:2
CB68:BIT:5,B:2
CB69:BIT:5,C:2
CB6A:BIT:5,D:2
CB6B:BIT:5,E:2
CB6C:BIT:5,H:2
CB6D:BIT:5,L:2
CB6E:BIT:5,(HL):2
CB6F:BIT:5,A:2
CB70:BIT:6,B:2
CB71:BIT:6,C:2
CB72:BIT:6,D:2
CB73:BIT:6,E:2
CB74:BIT:6,H:2
CB75:BIT:6,L:2
CB76:BIT:6,(HL):2
CB77:BIT:6,A:2
CB78:BIT:7,B:2
CB79:BIT:7,C:2
CB7A:BIT:7,D:2
CB7B:BIT:7,E:2
CB7C:BIT:7,H:2
CB7D:BIT:7,L:2
CB7E:BIT:7,(HL):2
CB7F:BIT:7,A:2
CB80:RES:0,B:2
CB81:RES:0,C:2
CB82:RES:0,D:2
CB83:RES:0,E:2
CB84:RES:0,H:2
CB85:RES:0,L:2
CB86:RES:0,(HL):2
CB87:RES:0,A:2
CB88:RES:1,B:2
CB89:RES:1,C:2
CB8A:RES:1,D:2
CB8B:RES:1,E:2
CB8C:RES:1,H:2
CB8D:RES:1,L:2
CB8E:RES:1,(HL):2
CB8F:RES:1,A:2
CB90:RES:2,B:2
CB91:RES:2,C:2
CB92:RES:2,D:2
CB93:RES:2,E:2
CB94:RES:2,H:2
CB95:RES:2,L:2
CB96:RES:2,(HL):2
CB97:RES:2,A:2
CB98:RES:3,B:2
CB99:RES:3,C:2
CB9A:RES:3,D:2
CB9B:RES:3,E:2
CB9C:RES:3,H:2
CB9D:RES:3,L:2
CB9E:RES:3,(HL):2
CB9F:RES:3,A:2
CBA0:RES:4,B:2
CBA1:RES:4,C:2
CBA2:RES:4,D:2
CBA3:RES:4,E:2
CBA4:RES:4,H:2
CBA5:RES:4,L:2
CBA6:RES:4,(HL):2
CBA7:RES:4,A:2
CBA8:RES:5,B:2
CBA9:RES:5,C:2
CBAA:RES:5,D:2
CBAB:RES:5,E:2
CBAC:RES:5,H:2
CBAD:RES:5,L:2
CBAE:RES:5,(HL):2
CBAF:RES:5,A:2
CBB0:RES:6,B:2
CBB1:RES:6,C:2
CBB2:RES:6,D:2
CBB3:RES:6,E:2
CBB4:RES:6,H:2
CBB5:RES:6,L:2
CBB6:RES:6,(HL):2
CBB7:RES:6,A:2
CBB8:RES:7,B:2
CBB9:RES:7,C:2
CBBA:RES:7,D:2
CBBB:RES:7,E:2
CBBC:RES:7,H:2
CBBD:RES:7,L:2
CBBE:RES:7,(HL):2
CBBF:RES:7,A:2
CBC0:SET:0,B:2
CBC1:SET:0,C:2
CBC2:SET:0,D:2
CBC3:SET:0,E:2
CBC4:SET:0,H:2
CBC5:SET:0,L:2
CBC6:SET:0,(HL):2
CBC7:SET:0,A:2
CBC8:SET:1,B:2
CBC9:SET:1,C:2
CBCA:SET:1,D:2
CBCB:SET:1,E:2
CBCC:SET:1,H:2
CBCD:SET:1,L:2
CBCE:SET:1,(HL):2
CBCF:SET:1,A:2
CBD0:SET:2,B:2
CBD1:SET:2,C:2
CBD2:SET:2,D:2
CBD3:SET:2,E:2
CBD4:SET:2,H:2
CBD5:SET:2,L:2
CBD6:SET:2,(HL):2
CBD7:SET:2,A:2
CBD8:SET:3,B:2
CBD9:SET:3,C:2
CBDA:SET:3,D:2
CBDB:SET:3,E:2
CBDC:SET:3,H:2
CBDD:SET:3,L:2
CBDE:SET:3,(HL):2
CBDF:SET:3,A:2
CBE0:SET:4,B:2
CBE1:SET:4,C:2
CBE2:SET:4,D:2
CBE3:SET:4,E:2
CBE4:SET:4,H:2
CBE5:SET:4,L:2
CBE6:SET:4,(HL):2
CBE7:SET:4,A:2
CBE8:SET:5,B:2
CBE9:SET:5,C:2
CBEA:SET:5,D:2
CBEB:SET:5,E:2
CBEC:SET:5,H:2
CBED:SET:5,L:2
CBEE:SET:5,(HL):2
CBEF:SET:5,A:2
CBF0:SET:6,B:2
CBF1:SET:6,C:2
CBF2:SET:6,D:2
CBF3:SET:6,E:2
CBF4:SET:6,H:2
CBF5:SET:6,L:2
CBF6:SET:6,(HL):2
CBF7:SET:6,A:2
CBF8:SET:7,B:2
CBF9:SET:7,C:2
CBFA:SET:7,D:2
CBFB:SET:7,E:2
CBFC:SET:7,H:2
CBFD:SET:7,L:2
CBFE:SET:7,(HL):2
CBFF:SET:7,A:2
DD00:???::2
DD01:???::2
DD02:???::2
DD03:???::2
DD04:???::2
DD05:???::2
DD06:???::2
DD07:???::2
DD08:???::2
DD09:ADD:IX,BC:2
DD0A:???::2
DD0B:???::2
DD0C:???::2
DD0D:???::2
DD0E:???::2
DD0F:???::2
DD10:???::2
DD11:???::2
DD12:???::2
DD13:???::2
DD14:???::2
DD15:???::2
DD16:???::2
DD17:???::2
DD18:???::2
DD19:ADD:IX,DE:2
DD1A:???::2
DD1B:???::2
DD1C:???::2
DD1D:???::2
DD1E:???::2
DD1F:???::2
DD20:???::2
DD21:LD:IX,&:4
DD22:LD:(&),IX:4
DD23:INC:IX:2
DD24:INC:IXH:2
DD25:DEC:IXH:2
DD26:LD:IXH,#:3
DD27:???::2
DD28:???::2
DD29:ADD:IX,IX:2
DD2A:LD:IX,(&):4
DD2B:DEC:IX:2
DD2C:INC:IXL:2
DD2D:DEC:IXL:2
DD2E:LD:IXL,#:3
DD2F:???::2
DD30:???::2
DD31:???::2
DD32:???::2
DD33:???::2
DD34:INC:(IX+#):3
DD35:DEC:(IX+#):3
DD36:LD:(IX+#),$:3
DD37:???::2
DD38:???::2
DD39:ADD:IX,SP:2
DD3A:???::2
DD3B:???::2
DD3C:???::2
DD3D:???::2
DD3E:???::2
DD3F:???::2
DD40:???::2
DD41:???::2
DD42:???::2
DD43:???::2
DD44:LD:B,IXH:2
DD45:LD:B,IXL:2
DD46:LD:B,(IX+#):3
DD47:???::2
DD48:???::2
DD49:???::2
DD4A:???::2
DD4B:???::2
DD4C:LD:C,IXH:2
DD4D:LD:C,IXL:2
DD4E:LD:C,(IX+#):3
DD4F:???::2
DD50:???::2
DD51:???::2
DD52:???::2
DD53:???::2
DD54:LD:D,IXH:2
DD55:LD:D,IXL:2
DD56:LD:D,(IX+#):3
DD57:???::2
DD58:???::2
DD59:???::2
DD5A:???::2
DD5B:???::2
DD5C:LD:E,IXH:2
DD5D:LD:E,IXL:2
DD5E:LD:E,(IX+#):3
DD5F:???::2
DD60:???::2
DD61:???::2
DD62:???::2
DD63:???::2
DD64:LD:H,IXH:2
DD65:LD:H,IXL:2
DD66:LD:H,(IX+#):3
DD67:???::2
DD68:???::2
DD69:???::2
DD6A:???::2
DD6B:???::2
DD6C:LD:L,IXH:2
DD6D:LD:L,IXL:2
DD6E:LD:L,(IX+#):3
DD6F:???::2
DD70:LD:(IX+#),B:3
DD71:LD:(IX+#),C:3
DD72:LD:(IX+#),D:3
DD73:LD:(IX+#),E:3
DD74:LD:(IX+#),H:3
DD75:LD:(IX+#),L:3
DD76:???::2
DD77:LD:(IX+#),A:3
DD78:???::2
DD79:???::2
DD7A:???::2
DD7B:???::2
DD7C:LD:A,IXH:2
DD7D:LD:A,IXL:2
DD7E:LD:A,(IX+#):3
DD7F:???::2
DD80:???::2
DD81:???::2
DD82:???::2
DD83:???::2
DD84:ADD:A,IXH:2
DD85:ADD:A,IXL:2
DD86:ADD:A,(IX+#):3
DD87:???::2
DD88:???::2
DD89:???::2
DD8A:???::2
DD8B:???::2
DD8C:ADC:A,IXH:2
DD8D:ADC:A,IXL:2
DD8E:ADC:A,(IX+#):3
DD8F:???::2
DD90:???::2
DD91:???::2
DD92:???::2
DD93:???::2
DD94:SUB:IXH:2
DD95:SUB:IXL:2
DD96:SUB:(IX+#):3
DD97:???::2
DD98:???::2
DD99:???::2
DD9A:???::2
DD9B:???::2
DD9C:SBC:A,IXH:2
DD9D:SBC:A,IXL:2
DD9E:SBC:A,(IX+#):3
DD9F:???::2
DDA0:???::2
DDA1:???::2
DDA2:???::2
DDA3:???::2
DDA4:AND:IXH:2
DDA5:AND:IXL:2
DDA6:AND:(IX+#):3
DDA7:???::2
DDA8:???::2
DDA9:???::2
DDAA:???::2
DDAB:???::2
DDAC:XOR:IXH:2
DDAD:XOR:IXL:2
DDAE:XOR:(IX+#):3
DDAF:???::2
DDB0:???::2
DDB1:???::2
DDB2:???::2
DDB3:???::2
DDB4:OR:IXH:2
DDB5:OR:IXL:2
DDB6:OR:(IX+#):3
DDB7:???::2
DDB8:???::2
DDB9:???::2
DDBA:???::2
DDBB:???::2
DDBC:CP:IXH:2
DDBD:CP:IXL:2
DDBE:CP:(IX+#):3
DDBF:???::2
DDC0:???::2
DDC1:???::2
DDC2:???::2
DDC3:???::2
DDC4:???::2
DDC5:???::2
DDC6:???::2
DDC7:???::2
DDC8:???::2
DDC9:???::2
DDCA:???::2
DDCB:???::2
DDCC:???::2
DDCD:???::2
DDCE:???::2
DDCF:???::2
DDD0:???::2
DDD1:???::2
DDD2:???::2
DDD3:???::2
DDD4:???::2
DDD5:???::2
DDD6:???::2
DDD7:???::2
DDD8:???::2
DDD9:???::2
DDDA:???::2
DDDB:???::2
DDDC:???::2
DDDD:???::2
DDDE:???::2
DDDF:???::2
DDE0:???::2
DDE1:POP:IX:2
DDE2:???::2
DDE3:EX:(SP),IX:2
DDE4:???::2
DDE5:PUSH:IX:2
DDE6:???::2
DDE7:???::2
DDE8:???::2
DDE9:JP:(IX):2
DDEA:???::2
DDEB:???::2
DDEC:???::2
DDED:???::2
DDEE:???::2
DDEF:???::2
DDF0:???::2
DDF1:???::2
DDF2:???::2
DDF3:???::2
DDF4:???::2
DDF5:???::2
DDF6:???::2
DDF7:???::2
DDF8:???::2
DDF9:LD:SP,IX:2
DDFA:???::2
DDFB:???::2
DDFC:???::2
DDFD:???::2
DDFE:???::2
DDFF:???::2
DDCB00:???::4
DDCB01:???::4
DDCB02:???::4
DDCB03:???::4
DDCB04:RLC:IXH:4
DDCB05:RLC:IXL:4
DDCB06:RLC:(IX+#):4
DDCB07:???::4
DDCB08:???::4
DDCB09:???::4
DDCB0A:???::4
DDCB0B:???::4
DDCB0C:RRC:IXH:4
DDCB0D:RRC:IXL:4
DDCB0E:RRC:(IX+#):4
DDCB0F:???::4
DDCB10:???::4
DDCB11:???::4
DDCB12:???::4
DDCB13:???::4
DDCB14:RL:IXH:4
DDCB15:RL:IXL:4
DDCB16:RL:(IX+#):4
DDCB17:???::4
DDCB18:???::4
DDCB19:???::4
DDCB1A:???::4
DDCB1B:???::4
DDCB1C:RR:IXH:4
DDCB1D:RR:IXL:4
DDCB1E:RR:(IX+#):4
DDCB1F:???::4
DDCB20:???::4
DDCB21:???::4
DDCB22:???::4
DDCB23:???::4
DDCB24:SLA:IXH:4
DDCB25:SLA:IXL:4
DDCB26:SLA:(IX+#):4
DDCB27:???::4
DDCB28:???::4
DDCB29:???::4
DDCB2A:???::4
DDCB2B:???::4
DDCB2C:SRA:IXH:4
DDCB2D:SRA:IXL:4
DDCB2E:SRA:(IX+#):4
DDCB2F:???::4
DDCB30:???::4
DDCB31:???::4
DDCB32:???::4
DDCB33:???::4
DDCB34:???::4
DDCB35:???::4
DDCB36:???::4
DDCB37:???::4
DDCB38:???::4
DDCB39:???::4
DDCB3A:???::4
DDCB3B:???::4
DDCB3C:SRL:IXH:4
DDCB3D:SRL:IXL:4
DDCB3E:SRL:(IX+#):4
DDCB3F:???::4
DDCB40:???::4
DDCB41:???::4
DDCB42:???::4
DDCB43:???::4
DDCB44:BIT:0,IXH:4
DDCB45:BIT:0,IXL:4
DDCB46:BIT:0,(IX+#):4
DDCB47:???::4
DDCB48:???::4
DDCB49:???::4
DDCB4A:???::4
DDCB4B:???::4
DDCB4C:BIT:1,IXH:4
DDCB4D:BIT:1,IXL:4
DDCB4E:BIT:1,(IX+#):4
DDCB4F:???::4
DDCB50:???::4
DDCB51:???::4
DDCB52:???::4
DDCB53:???::4
DDCB54:BIT:2,IXH:4
DDCB55:BIT:2,IXL:4
DDCB56:BIT:2,(IX+#):4
DDCB57:???::4
DDCB58:???::4
DDCB59:???::4
DDCB5A:???::4
DDCB5B:???::4
DDCB5C:BIT:3,IXH:4
DDCB5D:BIT:3,IXL:4
DDCB5E:BIT:3,(IX+#):4
DDCB5F:???::4
DDCB60:???::4
DDCB61:???::4
DDCB62:???::4
DDCB63:???::4
DDCB64:BIT:4,IXH:4
DDCB65:BIT:4,IXL:4
DDCB66:BIT:4,(IX+#):4
DDCB67:???::4
DDCB68:???::4
DDCB69:???::4
DDCB6A:???::4
DDCB6B:???::4
DDCB6C:BIT:5,IXH:4
DDCB6D:BIT:5,IXL:4
DDCB6E:BIT:5,(IX+#):4
DDCB6F:???::4
DDCB70:???::4
DDCB71:???::4
DDCB72:???::4
DDCB73:???::4
DDCB74:BIT:6,IXH:4
DDCB75:BIT:6,IXL:4
DDCB76:BIT:6,(IX+#):4
DDCB77:???::4
DDCB78:???::4
DDCB79:???::4
DDCB7A:???::4
DDCB7B:???::4
DDCB7C:BIT:7,IXH:4
DDCB7D:BIT:7,IXL:4
DDCB7E:BIT:7,(IX+#):4
DDCB7F:???::4
DDCB80:???::4
DDCB81:???::4
DDCB82:???::4
DDCB83:???::4
DDCB84:RES:0,IXH:4
DDCB85:RES:0,IXL:4
DDCB86:RES:0,(IX+#):4
DDCB87:???::4
DDCB88:???::4
DDCB89:???::4
DDCB8A:???::4
DDCB8B:???::4
DDCB8C:RES:1,IXH:4
DDCB8D:RES:1,IXL:4
DDCB8E:RES:1,(IX+#):4
DDCB8F:???::4
DDCB90:???::4
DDCB91:???::4
DDCB92:???::4
DDCB93:???::4
DDCB94:RES:2,IXH:4
DDCB95:RES:2,IXL:4
DDCB96:RES:2,(IX+#):4
DDCB97:???::4
DDCB98:???::4
DDCB99:???::4
DDCB9A:???::4
DDCB9B:???::4
DDCB9C:RES:3,IXH:4
DDCB9D:RES:3,IXL:4
DDCB9E:RES:3,(IX+#):4
DDCB9F:???::4
DDCBA0:???::4
DDCBA1:???::4
DDCBA2:???::4
DDCBA3:???::4
DDCBA4:RES:4,IXH:4
DDCBA5:RES:4,IXL:4
DDCBA6:RES:4,(IX+#):4
DDCBA7:???::4
DDCBA8:???::4
DDCBA9:???::4
DDCBAA:???::4
DDCBAB:???::4
DDCBAC:RES:5,IXH:4
DDCBAD:RES:5,IXL:4
DDCBAE:RES:5,(IX+#):4
DDCBAF:???::4
DDCBB0:???::4
DDCBB1:???::4
DDCBB2:???::4
DDCBB3:???::4
DDCBB4:RES:6,IXH:4
DDCBB5:RES:6,IXL:4
DDCBB6:RES:6,(IX+#):4
DDCBB7:???::4
DDCBB8:???::4
DDCBB9:???::4
DDCBBA:???::4
DDCBBB:???::4
DDCBBC:RES:7,IXH:4
DDCBBD:RES:7,IXL:4
DDCBBE:RES:7,(IX+#):4
DDCBBF:???::4
DDCBC0:???::4
DDCBC1:???::4
DDCBC2:???::4
DDCBC3:???::4
DDCBC4:SET:0,IXH:4
DDCBC5:SET:0,IXL:4
DDCBC6:SET:0,(IX+#):4
DDCBC7:???::4
DDCBC8:???::4
DDCBC9:???::4
DDCBCA:???::4
DDCBCB:???::4
DDCBCC:SET:1,IXH:4
DDCBCD:SET:1,IXL:4
DDCBCE:SET:1,(IX+#):4
DDCBCF:???::4
DDCBD0:???::4
DDCBD1:???::4
DDCBD2:???::4
DDCBD3:???::4
DDCBD4:SET:2,IXH:4
DDCBD5:SET:2,IXL:4
DDCBD6:SET:2,(IX+#):4
DDCBD7:???::4
DDCBD8:???::4
DDCBD9:???::4
DDCBDA:???::4
DDCBDB:???::4
DDCBDC:SET:3,IXH:4
DDCBDD:SET:3,IXL:4
DDCBDE:SET:3,(IX+#):4
DDCBDF:???::4
DDCBE0:???::4
DDCBE1:???::4
DDCBE2:???::4
DDCBE3:???::4
DDCBE4:SET:4,IXH:4
DDCBE5:SET:4,IXL:4
DDCBE6:SET:4,(IX+#):4
DDCBE7:???::4
DDCBE8:???::4
DDCBE9:???::4
DDCBEA:???::4
DDCBEB:???::4
DDCBEC:SET:5,IXH:4
DDCBED:SET:5,IXL:4
DDCBEE:SET:5,(IX+#):4
DDCBEF:???::4
DDCBF0:???::4
DDCBF1:???::4
DDCBF2:???::4
DDCBF3:???::4
DDCBF4:SET:6,IXH:4
DDCBF5:SET:6,IXL:4
DDCBF6:SET:6,(IX+#):4
DDCBF7:???::4
DDCBF8:???::4
DDCBF9:???::4
DDCBFA:???::4
DDCBFB:???::4
DDCBFC:SET:7,IXH:4
DDCBFD:SET:7,IXL:4
DDCBFE:SET:7,(IX+#):4
DDCBFF:???::4
ED00:???::2
ED01:???::2
ED02:???::2
ED03:???::2
ED04:???::2
ED05:???::2
ED06:???::2
ED07:???::2
ED08:???::2
ED09:???::2
ED0A:???::2
ED0B:???::2
ED0C:???::2
ED0D:???::2
ED0E:???::2
ED0F:???::2
ED10:???::2
ED11:???::2
ED12:???::2
ED13:???::2
ED14:???::2
ED15:???::2
ED16:???::2
ED17:???::2
ED18:???::2
ED19:???::2
ED1A:???::2
ED1B:???::2
ED1C:???::2
ED1D:???::2
ED1E:???::2
ED1F:???::2
ED20:???::2
ED21:???::2
ED22:???::2
ED23:???::2
ED24:???::2
ED25:???::2
ED26:???::2
ED27:???::2
ED28:???::2
ED29:???::2
ED2A:???::2
ED2B:???::2
ED2C:???::2
ED2D:???::2
ED2E:???::2
ED2F:???::2
ED30:???::2
ED31:???::2
ED32:???::2
ED33:???::2
ED34:???::2
ED35:???::2
ED36:???::2
ED37:???::2
ED38:???::2
ED39:???::2
ED3A:???::2
ED3B:???::2
ED3C:???::2
ED3D:???::2
ED3E:???::2
ED3F:???::2
ED40:IN:B,(C):2
ED41:OUT:(C),B:2
ED42:SBC:HL,BC:2
ED43:LD:(&),BC:4
ED44:NEG::2
ED45:RETN::2
ED46:IM:0:2
ED47:LD:I,A:2
ED48:IN:C,(C):2
ED49:OUT:(C),C:2
ED4A:ADC:HL,BC:2
ED4B:LD:BC,(&):4
ED4C:???::2
ED4D:RETI::2
ED4E:???::2
ED4F:LD:R,A:2
ED50:IN:D,(C):2
ED51:OUT:(C),D:2
ED52:SBC:HL,DE:2
ED53:LD:(&),DE:2
ED54:???::2
ED55:???::2
ED56:IM:1:2
ED57:LD:A,I:2
ED58:IN:E,(C):2
ED59:OUT:(C),E:2
ED5A:ADC:HL,DE:2
ED5B:LD:DE,(&):4
ED5C:???::2
ED5D:???::2
ED5E:IM:2:2
ED5F:LD:A,R:2
ED60:IN:H,(C):2
ED61:OUT:(C),H:2
ED62:SBC:HL,HL:2
ED63:???::2
ED64:???::2
ED65:???::2
ED66:???::2
ED67:RRD::2
ED68:IN:L,(C):2
ED69:OUT:(C),L:2
ED6A:ADC:HL,HL:2
ED6B:???::2
ED6C:???::2
ED6D:???::2
ED6E:???::2
ED6F:RLD::2
ED70:???::2
ED71:???::2
ED72:SBC:HL,SP:2
ED73:LD:(&),SP:4
ED74:???::2
ED75:???::2
ED76:???::2
ED77:???::2
ED78:IN:A,(C):2
ED79:OUT:(C),A:2
ED7A:ADC:HL,SP:2
ED7B:LD:SP,(&):4
ED7C:???::2
ED7D:???::2
ED7E:???::2
ED7F:???::2
ED80:???::2
ED81:???::2
ED82:???::2
ED83:???::2
ED84:???::2
ED85:???::2
ED86:???::2
ED87:???::2
ED88:???::2
ED89:???::2
ED8A:???::2
